iShares Russell 1000 ETF
Fund Holdings as of,"Apr 02, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PRMB","PRIMO BRANDS CLASS A CORP","Consumer Staples","Equity","3,405,804.48","0.01","3,405,804.48","181,934.00","18.72","United States","NYSE","USD","1.00","USD","-"
"RAL","RALLIANT CORP","Information Technology","Equity","3,400,194.00","0.01","3,400,194.00","80,957.00","42.00","United States","NYSE","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","3,389,946.88","0.01","3,389,946.88","40,448.00","83.81","United States","NYSE","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","3,375,106.56","0.01","3,375,106.56","19,696.00","171.36","United States","NASDAQ","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","3,346,795.20","0.01","3,346,795.20","398,428.00","8.40","United States","NYSE","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","3,330,385.50","0.01","3,330,385.50","45,435.00","73.30","United States","NYSE","USD","1.00","USD","-"
"MTN","VAIL RESORTS INC","Consumer Discretionary","Equity","3,329,128.44","0.01","3,329,128.44","25,388.00","131.13","United States","NYSE","USD","1.00","USD","-"
"PCTY","PAYLOCITY HOLDING CORP","Industrials","Equity","3,311,143.44","0.01","3,311,143.44","31,196.00","106.14","United States","NASDAQ","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","3,267,359.52","0.01","3,267,359.52","227,532.00","14.36","United States","NASDAQ","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","3,268,477.08","0.01","3,268,477.08","93,599.00","34.92","United States","NASDAQ","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","3,259,803.40","0.01","3,259,803.40","87,535.00","37.24","United States","NYSE","USD","1.00","USD","-"
"TEM","TEMPUS AI INC CLASS A","Health Care","Equity","3,236,120.93","0.01","3,236,120.93","68,287.00","47.39","United States","NASDAQ","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","3,236,716.44","0.01","3,236,716.44","149,571.00","21.64","United States","NASDAQ","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","3,216,402.63","0.01","3,216,402.63","45,423.00","70.81","United States","NYSE","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","3,205,355.40","0.01","3,205,355.40","126,444.00","25.35","United States","NYSE","USD","1.00","USD","-"
"SIRI","SIRIUSXM HOLDINGS INC","Communication","Equity","3,200,088.06","0.01","3,200,088.06","134,514.00","23.79","United States","NASDAQ","USD","1.00","USD","-"
"PATH","UIPATH INC CLASS A","Information Technology","Equity","3,186,899.68","0.01","3,186,899.68","283,532.00","11.24","United States","NYSE","USD","1.00","USD","-"
"LLYVK","LIBERTY LIVE HOLDINGS INC SERIES C","Consumer Discretionary","Equity","3,178,884.00","0.01","3,178,884.00","32,772.00","97.00","United States","NASDAQ","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","3,152,741.25","0.01","3,152,741.25","44,249.00","71.25","United States","NYSE","USD","1.00","USD","-"
"ESTC","ELASTIC NV","Information Technology","Equity","3,142,654.74","0.01","3,142,654.74","62,022.00","50.67","United States","NYSE","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Utilities","Equity","3,136,491.80","0.01","3,136,491.80","147,115.00","21.32","United States","NYSE","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","3,137,013.24","0.01","3,137,013.24","71,231.00","44.04","United States","NYSE","USD","1.00","USD","-"
"KRMN","KARMAN HOLDINGS INC","Industrials","Equity","3,103,526.97","0.01","3,103,526.97","36,159.00","85.83","United States","NYSE","USD","1.00","USD","-"
"VVV","VALVOLINE INC","Consumer Discretionary","Equity","3,088,891.08","0.01","3,088,891.08","92,676.00","33.33","United States","NYSE","USD","1.00","USD","-"
"DBX","DROPBOX INC CLASS A","Information Technology","Equity","3,084,003.00","0.01","3,084,003.00","131,795.00","23.40","United States","NASDAQ","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","3,048,208.92","0.01","3,048,208.92","138,492.00","22.01","United States","NASDAQ","USD","1.00","USD","-"
"NVST","ENVISTA HOLDINGS CORP","Health Care","Equity","3,038,559.68","0.01","3,038,559.68","117,728.00","25.81","United States","NYSE","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","3,027,089.70","0.01","3,027,089.70","81,090.00","37.33","United States","NYSE","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","3,024,147.68","0.01","3,024,147.68","93,976.00","32.18","United States","NYSE","USD","1.00","USD","-"
"MRP","MILLROSE PROPERTIES INC CLASS A","Real Estate","Equity","3,009,542.49","0.01","3,009,542.49","108,923.00","27.63","United States","NYSE","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","3,003,531.94","0.01","3,003,531.94","19,694.00","152.51","United States","NASDAQ","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","2,994,358.72","0.01","2,994,358.72","35,792.00","83.66","United States","NASDAQ","USD","1.00","USD","-"
"APLS","APELLIS PHARMACEUTICALS INC","Health Care","Equity","2,973,367.80","0.01","2,973,367.80","73,580.00","40.41","United States","NASDAQ","USD","1.00","USD","-"
"AMTM","AMENTUM HOLDINGS INC","Industrials","Equity","2,968,343.04","0.01","2,968,343.04","109,776.00","27.04","United States","NYSE","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","2,880,161.87","0.01","2,880,161.87","16,657.00","172.91","United States","NASDAQ","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","2,855,125.52","0.01","2,855,125.52","36,907.00","77.36","United States","NYSE","USD","1.00","USD","-"
"ALGM","ALLEGRO MICROSYSTEMS INC","Information Technology","Equity","2,856,249.00","0.01","2,856,249.00","87,615.00","32.60","United States","NASDAQ","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","2,845,796.79","0.01","2,845,796.79","153,247.00","18.57","United States","NYSE","USD","1.00","USD","-"
"CORT","CORCEPT THERAPEUTICS INC","Health Care","Equity","2,829,324.12","0.01","2,829,324.12","66,588.00","42.49","United States","NASDAQ","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","2,825,706.73","0.01","2,825,706.73","211,981.00","13.33","United States","NYSE","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","2,799,146.75","0.01","2,799,146.75","104,641.00","26.75","United States","NYSE","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","2,792,714.44","0.01","2,792,714.44","31,127.00","89.72","United States","NASDAQ","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","2,788,088.08","0.01","2,788,088.08","30,869.00","90.32","United States","NYSE","USD","1.00","USD","-"
"VIRT","VIRTU FINANCIAL INC CLASS A","Financials","Equity","2,770,288.14","0.01","2,770,288.14","59,937.00","46.22","United States","NYSE","USD","1.00","USD","-"
"WLK","WESTLAKE CORP","Materials","Equity","2,763,990.60","0.01","2,763,990.60","23,149.00","119.40","United States","NYSE","USD","1.00","USD","-"
"TREX","TREX INC","Industrials","Equity","2,764,683.32","0.01","2,764,683.32","77,747.00","35.56","United States","NYSE","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","Equity","2,720,242.96","0.01","2,720,242.96","44,024.00","61.79","United States","NYSE","USD","1.00","USD","-"
"LAZ","LAZARD INC","Financials","Equity","2,708,644.00","0.01","2,708,644.00","65,300.00","41.48","United States","NYSE","USD","1.00","USD","-"
"HLNE","HAMILTON LANE INC CLASS A","Financials","Equity","2,696,471.32","0.01","2,696,471.32","28,628.00","94.19","United States","NASDAQ","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","2,675,083.50","0.01","2,675,083.50","32,985.00","81.10","United States","NYSE","USD","1.00","USD","-"
"BRKR","BRUKER CORP","Health Care","Equity","2,667,379.12","0.01","2,667,379.12","72,562.00","36.76","United States","NASDAQ","USD","1.00","USD","-"
"EPR","EPR PROPERTIES REIT","Real Estate","Equity","2,662,724.52","0.01","2,662,724.52","52,047.00","51.16","United States","NYSE","USD","1.00","USD","-"
"NEU","NEWMARKET CORP","Materials","Equity","2,657,894.80","0.01","2,657,894.80","4,180.00","635.86","United States","NYSE","USD","1.00","USD","-"
"CUZ","COUSINS PROPERTIES REIT INC","Real Estate","Equity","2,644,889.60","0.01","2,644,889.60","117,760.00","22.46","United States","NYSE","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","2,619,870.00","0.01","2,619,870.00","175,125.00","14.96","United States","NASDAQ","USD","1.00","USD","-"
"PVH","PVH CORP","Consumer Discretionary","Equity","2,613,180.79","0.01","2,613,180.79","33,889.00","77.11","United States","NYSE","USD","1.00","USD","-"
"VKTX","VIKING THERAPEUTICS INC","Health Care","Equity","2,600,151.60","0.01","2,600,151.60","74,717.00","34.80","United States","NASDAQ","USD","1.00","USD","-"
"PEGA","PEGASYSTEMS INC","Information Technology","Equity","2,591,594.34","0.01","2,591,594.34","60,807.00","42.62","United States","NASDAQ","USD","1.00","USD","-"
"DUOL","DUOLINGO INC CLASS A","Consumer Discretionary","Equity","2,587,368.54","0.01","2,587,368.54","26,801.00","96.54","United States","NASDAQ","USD","1.00","USD","-"
"CCC","CCC INTELLIGENT SOLUTIONS HOLDINGS","Information Technology","Equity","2,555,591.57","0.01","2,555,591.57","426,643.00","5.99","United States","NASDAQ","USD","1.00","USD","-"
"NWS","NEWS CORP CLASS B","Communication","Equity","2,548,030.95","0.01","2,548,030.95","90,645.00","28.11","United States","NASDAQ","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","2,511,768.30","0.01","2,511,768.30","2,987.00","840.90","United States","NYSE","USD","1.00","USD","-"
"BHF","BRIGHTHOUSE FINANCIAL INC","Financials","Equity","2,491,989.08","0.01","2,491,989.08","41,686.00","59.78","United States","NASDAQ","USD","1.00","USD","-"
"DRS","LEONARDO DRS INC","Industrials","Equity","2,481,957.80","0.01","2,481,957.80","53,606.00","46.30","United States","NASDAQ","USD","1.00","USD","-"
"RYAN","RYAN SPECIALTY HOLDINGS INC CLASS","Financials","Equity","2,448,877.29","0.01","2,448,877.29","73,079.00","33.51","United States","NYSE","USD","1.00","USD","-"
"APPF","APPFOLIO INC CLASS A","Information Technology","Equity","2,440,703.85","0.01","2,440,703.85","15,535.00","157.11","United States","NASDAQ","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","2,410,336.36","0.01","2,410,336.36","12,658.00","190.42","United States","NASDAQ","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","Materials","Equity","2,411,201.52","0.01","2,411,201.52","61,074.00","39.48","United States","NYSE","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","2,399,736.76","0.01","2,399,736.76","362,498.00","6.62","United States","NYSE","USD","1.00","USD","-"
"CWEN","CLEARWAY ENERGY INC CLASS C","Utilities","Equity","2,376,783.75","0.01","2,376,783.75","58,875.00","40.37","United States","NYSE","USD","1.00","USD","-"
"OLN","OLIN CORP","Materials","Equity","2,331,254.86","0.01","2,331,254.86","81,598.00","28.57","United States","NYSE","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","2,328,786.88","0.01","2,328,786.88","202,856.00","11.48","United States","NYSE","USD","1.00","USD","-"
"KRC","KILROY REALTY REIT CORP","Real Estate","Equity","2,322,089.00","0.01","2,322,089.00","81,620.00","28.45","United States","NYSE","USD","1.00","USD","-"
"RNG","RINGCENTRAL INC CLASS A","Information Technology","Equity","2,302,766.56","0.01","2,302,766.56","60,952.00","37.78","United States","NYSE","USD","1.00","USD","-"
"ELF","ELF BEAUTY INC","Consumer Staples","Equity","2,295,762.92","0.01","2,295,762.92","37,537.00","61.16","United States","NYSE","USD","1.00","USD","-"
"FHB","FIRST HAWAIIAN INC","Financials","Equity","2,261,689.35","0.01","2,261,689.35","90,287.00","25.05","United States","NASDAQ","USD","1.00","USD","-"
"BILL","BILL HOLDINGS INC","Information Technology","Equity","2,210,679.01","0.01","2,210,679.01","57,227.00","38.63","United States","NYSE","USD","1.00","USD","-"
"YETI","YETI HOLDINGS INC","Consumer Discretionary","Equity","2,213,378.64","0.01","2,213,378.64","60,874.00","36.36","United States","NYSE","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","Communication","Equity","2,209,210.66","0.01","2,209,210.66","67,231.00","32.86","United States","NASDAQ","USD","1.00","USD","-"
"WSC","WILLSCOT HOLDINGS CORP CLASS A","Industrials","Equity","2,161,281.37","0.01","2,161,281.37","124,283.00","17.39","United States","NASDAQ","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS INC","Information Technology","Equity","2,149,319.34","0.00","2,149,319.34","162,458.00","13.23","United States","NYSE","USD","1.00","USD","-"
"GTLB","GITLAB INC CLASS A","Information Technology","Equity","2,116,298.62","0.00","2,116,298.62","93,766.00","22.57","United States","NASDAQ","USD","1.00","USD","-"
"DOCS","DOXIMITY INC CLASS A","Health Care","Equity","2,108,297.07","0.00","2,108,297.07","92,591.00","22.77","United States","NYSE","USD","1.00","USD","-"
"PSN","PARSONS CORP","Industrials","Equity","2,106,705.92","0.00","2,106,705.92","37,406.00","56.32","United States","NYSE","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","2,102,035.65","0.00","2,102,035.65","37,895.00","55.47","United States","NYSE","USD","1.00","USD","-"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","2,066,923.50","0.00","2,066,923.50","16,075.00","128.58","United States","NASDAQ","USD","1.00","USD","-"
"IAC","IAC INC","Communication","Equity","2,061,480.80","0.00","2,061,480.80","51,796.00","39.80","United States","NASDAQ","USD","1.00","USD","-"
"GPK","GRAPHIC PACKAGING HOLDING","Materials","Equity","2,043,825.52","0.00","2,043,825.52","211,139.00","9.68","United States","NYSE","USD","1.00","USD","-"
"FOUR","SHIFT4 PAYMENTS INC CLASS A","Financials","Equity","2,012,200.08","0.00","2,012,200.08","47,058.00","42.76","United States","NYSE","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","2,005,230.06","0.00","2,005,230.06","17,599.00","113.94","United States","NASDAQ","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","Materials","Equity","1,997,080.44","0.00","1,997,080.44","31,263.00","63.88","United States","NYSE","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","Equity","1,993,875.54","0.00","1,993,875.54","107,313.00","18.58","Australia","NYSE","USD","1.00","USD","-"
"FRPT","FRESHPET INC","Consumer Staples","Equity","1,965,427.20","0.00","1,965,427.20","33,088.00","59.40","United States","NASDAQ","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","Consumer Discretionary","Equity","1,918,686.64","0.00","1,918,686.64","18,472.00","103.87","United States","NYSE","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","Real Estate","Equity","1,902,718.56","0.00","1,902,718.56","48,638.00","39.12","United States","NYSE","USD","1.00","USD","-"
"FRHC","FREEDOM HOLDING CORP","Financials","Equity","1,897,622.96","0.00","1,897,622.96","12,514.00","151.64","United States","NASDAQ","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","1,886,462.88","0.00","1,886,462.88","12,632.00","149.34","United States","NYSE","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","1,881,281.52","0.00","1,881,281.52","140,604.00","13.38","United States","NYSE","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","1,858,754.52","0.00","1,858,754.52","292,257.00","6.36","United States","NASDAQ","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","1,854,186.93","0.00","1,854,186.93","73,317.00","25.29","United States","NYSE","USD","1.00","USD","-"
"TDC","TERADATA CORP","Information Technology","Equity","1,831,884.60","0.00","1,831,884.60","71,895.00","25.48","United States","NYSE","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","1,773,928.80","0.00","1,773,928.80","27,696.00","64.05","United States","NASDAQ","USD","1.00","USD","-"
"ASH","ASHLAND INC","Materials","Equity","1,720,627.65","0.00","1,720,627.65","31,635.00","54.39","United States","NYSE","USD","1.00","USD","-"
"LOAR","LOAR HOLDINGS INC","Industrials","Equity","1,722,722.08","0.00","1,722,722.08","30,202.00","57.04","United States","NYSE","USD","1.00","USD","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","1,707,641.32","0.00","1,707,641.32","81,862.00","20.86","United States","NYSE","USD","1.00","USD","-"
"WU","WESTERN UNION","Financials","Equity","1,690,898.43","0.00","1,690,898.43","194,133.00","8.71","United States","NYSE","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","1,651,438.66","0.00","1,651,438.66","77,062.00","21.43","United States","NYSE","USD","1.00","USD","-"
"LINE","LINEAGE INC","Real Estate","Equity","1,652,262.75","0.00","1,652,262.75","50,175.00","32.93","United States","NASDAQ","USD","1.00","USD","-"
"XRAY","DENTSPLY SIRONA INC","Health Care","Equity","1,643,353.89","0.00","1,643,353.89","141,303.00","11.63","United States","NASDAQ","USD","1.00","USD","-"
"PENN","PENN ENTERTAINMENT INC","Consumer Discretionary","Equity","1,643,989.62","0.00","1,643,989.62","111,306.00","14.77","United States","NASDAQ","USD","1.00","USD","-"
"MPT","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","1,636,612.40","0.00","1,636,612.40","353,480.00","4.63","United States","NYSE","USD","1.00","USD","-"
"SMMT","SUMMIT THERAPEUTICS INC","Health Care","Equity","1,603,695.00","0.00","1,603,695.00","82,750.00","19.38","United States","NASDAQ","USD","1.00","USD","-"
"DXC","DXC TECHNOLOGY","Information Technology","Equity","1,597,223.58","0.00","1,597,223.58","126,163.00","12.66","United States","NYSE","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","1,562,994.00","0.00","1,562,994.00","88,056.00","17.75","United States","NYSE","USD","1.00","USD","-"
"ACHC","ACADIA HEALTHCARE COMPANY INC","Health Care","Equity","1,543,670.92","0.00","1,543,670.92","64,427.00","23.96","United States","NASDAQ","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","1,544,913.88","0.00","1,544,913.88","119,668.00","12.91","United States","NYSE","USD","1.00","USD","-"
"BRBR","BELLRING BRANDS INC","Consumer Staples","Equity","1,537,383.24","0.00","1,537,383.24","92,502.00","16.62","United States","NYSE","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","Real Estate","Equity","1,529,944.00","0.00","1,529,944.00","147,110.00","10.40","United States","NYSE","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS INC","Health Care","Equity","1,504,421.26","0.00","1,504,421.26","64,762.00","23.23","United States","NASDAQ","USD","1.00","USD","-"
"HHH","HOWARD HUGHES HOLDINGS INC","Real Estate","Equity","1,468,874.66","0.00","1,468,874.66","23,386.00","62.81","United States","NYSE","USD","1.00","USD","-"
"VGNT","VERSIGENT PLC","Consumer Discretionary","Equity","1,440,012.60","0.00","1,440,012.60","51,246.00","28.10","United States","NYSE","USD","1.00","USD","-"
"LBTYA","LIBERTY GLOBAL LTD CLASS A","Communication","Equity","1,436,168.16","0.00","1,436,168.16","117,334.00","12.24","United States","NASDAQ","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE SERIES A","Communication","Equity","1,428,390.00","0.00","1,428,390.00","17,700.00","80.70","United States","NASDAQ","USD","1.00","USD","-"
"GLOB","GLOBANT SA","Information Technology","Equity","1,418,991.75","0.00","1,418,991.75","29,655.00","47.85","United States","NYSE","USD","1.00","USD","-"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","1,385,367.05","0.00","1,385,367.05","61,709.00","22.45","United States","NASDAQ","USD","1.00","USD","-"
"CXT","CRANE NXT","Information Technology","Equity","1,382,254.67","0.00","1,382,254.67","34,393.00","40.19","United States","NYSE","USD","1.00","USD","-"
"KMPR","KEMPER CORP","Financials","Equity","1,362,283.80","0.00","1,362,283.80","44,490.00","30.62","United States","NYSE","USD","1.00","USD","-"
"ZG","ZILLOW GROUP INC CLASS A","Real Estate","Equity","1,357,050.88","0.00","1,357,050.88","33,392.00","40.64","United States","NASDAQ","USD","1.00","USD","-"
"SAM","BOSTON BEER INC CLASS A","Consumer Staples","Equity","1,328,899.94","0.00","1,328,899.94","5,518.00","240.83","United States","NYSE","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","1,327,417.37","0.00","1,327,417.37","3,187.00","416.51","United States","NASDAQ","USD","1.00","USD","-"
"BIRK","BIRKENSTOCK HOLDING PLC","Consumer Discretionary","Equity","1,305,762.54","0.00","1,305,762.54","37,717.00","34.62","United States","NYSE","USD","1.00","USD","-"
"LLYVA","LIBERTY LIVE HOLDINGS INC SERIES A","Consumer Discretionary","Equity","1,296,805.18","0.00","1,296,805.18","13,717.00","94.54","United States","NASDAQ","USD","1.00","USD","-"
"NCNO","NCINO INC","Information Technology","Equity","1,291,426.20","0.00","1,291,426.20","75,522.00","17.10","United States","NASDAQ","USD","1.00","USD","-"
"CAI","CARIS LIFE SCIENCES INC","Health Care","Equity","1,250,628.57","0.00","1,250,628.57","64,833.00","19.29","United States","NASDAQ","USD","1.00","USD","-"
"DDS","DILLARDS INC CLASS A","Consumer Discretionary","Equity","1,242,593.56","0.00","1,242,593.56","2,171.00","572.36","United States","NYSE","USD","1.00","USD","-"
"SEB","SEABOARD CORP","Consumer Staples","Equity","1,193,169.56","0.00","1,193,169.56","202.00","5,906.78","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"OGN","ORGANON","Health Care","Equity","1,193,797.44","0.00","1,193,797.44","187,704.00","6.36","United States","NYSE","USD","1.00","USD","-"
"LBTYK","LIBERTY GLOBAL LTD CLASS C","Communication","Equity","1,180,534.32","0.00","1,180,534.32","99,288.00","11.89","United States","NASDAQ","USD","1.00","USD","-"
"RH","RH","Consumer Discretionary","Equity","1,175,332.14","0.00","1,175,332.14","10,359.00","113.46","United States","NYSE","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS INC","Health Care","Equity","1,164,743.19","0.00","1,164,743.19","21,181.00","54.99","United States","NYSE","USD","1.00","USD","-"
"GTM","ZOOMINFO TECHNOLOGIES INC","Communication","Equity","1,147,777.12","0.00","1,147,777.12","197,552.00","5.81","United States","NASDAQ","USD","1.00","USD","-"
"FLO","FLOWERS FOODS INC","Consumer Staples","Equity","1,081,088.00","0.00","1,081,088.00","131,200.00","8.24","United States","NYSE","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","1,053,415.65","0.00","1,053,415.65","97,089.00","10.85","United States","NYSE","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","Consumer Staples","Equity","1,044,232.09","0.00","1,044,232.09","27,973.00","37.33","United States","NASDAQ","USD","1.00","USD","-"
"DJT","TRUMP MEDIA TECHNOLOGY GROUP CORP","Communication","Equity","1,045,546.92","0.00","1,045,546.92","113,894.00","9.18","United States","NASDAQ","USD","1.00","USD","-"
"NWL","NEWELL BRANDS INC","Consumer Discretionary","Equity","1,007,063.91","0.00","1,007,063.91","297,069.00","3.39","United States","NASDAQ","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","1,002,751.20","0.00","1,002,751.20","18,416.00","54.45","United States","NASDAQ","USD","1.00","USD","-"
"MAN","MANPOWER INC","Industrials","Equity","984,428.35","0.00","984,428.35","33,541.00","29.35","United States","NYSE","USD","1.00","USD","-"
"CWENA","CLEARWAY ENERGY INC CLASS A","Utilities","Equity","986,592.56","0.00","986,592.56","24,536.00","40.21","United States","NYSE","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS INC","Communication","Equity","971,386.50","0.00","971,386.50","97,725.00","9.94","United States","NYSE","USD","1.00","USD","-"
"BFA","BROWN FORMAN CORP CLASS A","Consumer Staples","Equity","948,312.54","0.00","948,312.54","35,006.00","27.09","United States","NYSE","USD","1.00","USD","-"
"SFD","SMITHFIELD FOODS INC","Consumer Staples","Equity","910,591.89","0.00","910,591.89","32,097.00","28.37","United States","NASDAQ","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","900,828.81","0.00","900,828.81","33,327.00","27.03","United States","NYSE","USD","1.00","USD","-"
"LCID","LUCID GROUP INC","Consumer Discretionary","Equity","877,167.24","0.00","877,167.24","88,069.00","9.96","United States","NASDAQ","USD","1.00","USD","-"
"CNXC","CONCENTRIX CORP","Industrials","Equity","880,057.44","0.00","880,057.44","32,272.00","27.27","United States","NASDAQ","USD","1.00","USD","-"
"WEN","WENDYS","Consumer Discretionary","Equity","859,484.00","0.00","859,484.00","124,925.00","6.88","United States","NASDAQ","USD","1.00","USD","-"
"BLSH","BULLISH","Financials","Equity","854,622.26","0.00","854,622.26","23,498.00","36.37","United States","NYSE","USD","1.00","USD","-"
"FIGR","FIGURE TECHNOLOGY SOLUTIONS INC CL","Financials","Equity","852,673.08","0.00","852,673.08","24,708.00","34.51","United States","NASDAQ","USD","1.00","USD","-"
"GLIBK","GCI LIBERTY INC SERIES C","Communication","Equity","836,874.12","0.00","836,874.12","22,606.00","37.02","United States","NASDAQ","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","812,159.36","0.00","812,159.36","17,564.00","46.24","United States","NYSE","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","808,291.77","0.00","808,291.77","38,181.00","21.17","United States","NASDAQ","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","782,652.44","0.00","782,652.44","139,262.00","5.62","United States","NYSE","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","766,304.00","0.00","766,304.00","139,328.00","5.50","United States","NYSE","USD","1.00","USD","-"
"CLVT","CLARIVATE PLC","Industrials","Equity","733,454.59","0.00","733,454.59","289,903.00","2.53","United States","NYSE","USD","1.00","USD","-"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communication","Equity","604,856.76","0.00","604,856.76","11,846.00","51.06","United States","NASDAQ","USD","1.00","USD","-"
"TFSL","TFS FINANCIAL CORP","Financials","Equity","602,544.80","0.00","602,544.80","42,136.00","14.30","United States","NASDAQ","USD","1.00","USD","-"
"COTY","COTY INC CLASS A","Consumer Staples","Equity","565,164.50","0.00","565,164.50","275,690.00","2.05","United States","NYSE","USD","1.00","USD","-"
"SAIL","SAILPOINT INC","Information Technology","Equity","553,283.07","0.00","553,283.07","42,593.00","12.99","United States","NASDAQ","USD","1.00","USD","-"
